Frame Number,Time Stamp (ms),Buffer Index
18226,611934,0
18227,611969,0
18228,612002,0
18229,612036,0
18230,612069,0
18231,612102,0
18232,612136,0
18233,612169,0
18234,612203,0
18235,612237,0
18236,612270,0
18237,612304,0
18238,612338,0
18239,612371,0
18240,612405,0
18241,612439,0
18242,612472,0
18243,612505,0
18244,612540,0
18245,612572,0
18246,612606,0
18247,612640,0
18248,612673,0
18249,612707,0
18250,612740,0
18251,612774,0
18252,612808,0
18253,612841,0
18254,612874,0
18255,612909,0
18256,612941,0
18257,612975,0
18258,613010,0
18259,613042,0
18260,613076,0
18261,613110,0
18262,613144,0
18263,613176,0
18264,613211,0
18265,613245,0
18266,613277,0
18267,613310,0
18268,613345,0
18269,613378,0
18270,613411,0
18271,613446,0
18272,613479,0
18273,613513,0
18274,613546,0
18275,613579,0
18276,613613,0
18277,613647,0
18278,613680,0
18279,613714,0
18280,613748,0
18281,613781,0
18282,613815,0
18283,613848,0
18284,613883,0
18285,613916,0
18286,613948,0
18287,613984,0
18288,614016,0
18289,614049,0
18290,614084,0
18291,614117,0
18292,614150,0
18293,614185,0
18294,614218,0
18295,614252,0
18296,614286,0
18297,614318,0
18298,614353,0
18299,614387,0
18300,614419,0
18301,614453,0
18302,614486,0
18303,614519,0
18304,614554,0
18305,614587,0
18306,614620,0
18307,614655,0
18308,614688,0
18309,614721,0
18310,614756,0
18311,614789,0
18312,614821,0
18313,614856,0
18314,614889,0
18315,614922,0
18316,614956,0
18317,614990,0
18318,615023,0
18319,615056,0
18320,615091,0
18321,615125,0
18322,615158,0
18323,615191,0
18324,615225,0
18325,615258,0
18326,615292,0
18327,615325,0
18328,615359,0
18329,615393,0
18330,615426,0
18331,615459,0
18332,615494,0
18333,615527,0
18334,615560,0
18335,615595,0
18336,615628,0
18337,615661,0
18338,615695,0
18339,615729,0
18340,615762,0
18341,615796,0
18342,615830,0
18343,615863,0
18344,615896,0
18345,615930,0
18346,615963,0
18347,615997,0
18348,616031,0
18349,616064,0
18350,616098,0
18351,616132,0
18352,616165,0
18353,616200,0
18354,616233,0
18355,616266,0
18356,616300,0
18357,616333,0
18358,616366,0
18359,616401,0
18360,616433,0
18361,616467,0
18362,616501,0
18363,616534,0
18364,616568,0
18365,616603,0
18366,616635,0
18367,616669,0
18368,616703,0
18369,616737,0
18370,616769,0
18371,616803,0
18372,616837,0
18373,616870,0
18374,616904,0
18375,616938,0
18376,616971,0
18377,617004,0
18378,617038,0
18379,617072,0
18380,617105,0
18381,617140,0
18382,617172,0
18383,617205,0
18384,617240,0
18385,617273,0
18386,617306,0
18387,617341,0
18388,617374,0
18389,617407,0
18390,617441,0
18391,617475,0
18392,617508,0
18393,617542,0
18394,617576,0
18395,617609,0
18396,617642,0
18397,617676,0
18398,617709,0
18399,617743,0
18400,617777,0
18401,617810,0
18402,617844,0
18403,617878,0
18404,617911,0
18405,617946,0
18406,617979,0
18407,618012,0
18408,618045,0
18409,618079,0
18410,618112,0
18411,618147,0
18412,618180,0
18413,618213,0
18414,618247,0
18415,618280,0
18416,618314,0
18417,618348,0
18418,618381,0
18419,618414,0
18420,618449,0
18421,618482,0
18422,618515,0
18423,618549,0
18424,618583,0
18425,618616,0
18426,618649,0
18427,618684,0
18428,618718,0
18429,618750,0
18430,618785,0
18431,618818,0
18432,618850,0
18433,618885,0
18434,618918,0
18435,618951,0
18436,618986,0
18437,619019,0
18438,619052,0
18439,619086,0
18440,619120,0
18441,619153,0
18442,619186,0
18443,619220,0
18444,619254,0
18445,619287,0
18446,619322,0
18447,619354,0
18448,619388,0
18449,619422,0
18450,619455,0
18451,619489,0
18452,619523,0
18453,619556,0
18454,619590,0
18455,619624,0
18456,619657,0
18457,619692,0
18458,619724,0
18459,619757,0
18460,619792,0
18461,619825,0
18462,619858,0
18463,619893,0
18464,619926,0
18465,619959,0
18466,619993,0
18467,620026,0
18468,620059,0
18469,620094,0
18470,620127,0
18471,620160,0
18472,620195,0
18473,620228,0
18474,620261,0
18475,620295,0
18476,620328,0
18477,620362,0
18478,620395,0
18479,620430,0
18480,620463,0
18481,620496,0
18482,620531,0
18483,620564,0
18484,620597,0
18485,620632,0
18486,620663,0
18487,620697,0
18488,620732,0
18489,620764,0
18490,620798,0
18491,620832,0
18492,620865,0
18493,620899,0
18494,620933,0
18495,620966,0
18496,621000,0
18497,621034,0
18498,621068,0
18499,621100,0
18500,621134,0
18501,621168,0
18502,621201,0
18503,621235,0
18504,621270,0
18505,621302,0
18506,621335,0
18507,621370,0
18508,621402,0
18509,621437,0
18510,621471,0
18511,621503,0
18512,621538,0
18513,621571,0
18514,621604,0
18515,621639,0
18516,621672,0
18517,621704,0
18518,621739,0
18519,621772,0
18520,621805,0
18521,621840,0
18522,621872,0
18523,621906,0
18524,621941,0
18525,621973,0
18526,622007,0
18527,622041,0
18528,622075,0
18529,622108,0
18530,622142,0
18531,622176,0
18532,622208,0
18533,622242,0
18534,622277,0
18535,622310,0
18536,622342,0
18537,622377,0
18538,622410,0
18539,622444,0
18540,622478,0
18541,622511,0
18542,622544,0
18543,622578,0
18544,622611,0
18545,622644,0
18546,622679,0
18547,622712,0
18548,622745,0
18549,622779,0
18550,622813,0
18551,622846,0
18552,622880,0
18553,622915,0
18554,622946,0
18555,622980,0
18556,623015,0
18557,623048,0
18558,623081,0
18559,623116,0
18560,623149,0
18561,623182,0
18562,623217,0
18563,623249,0
18564,623284,0
18565,623317,0
18566,623350,0
18567,623384,0
18568,623418,0
18569,623451,0
18570,623485,0
18571,623518,0
18572,623552,0
18573,623586,0
18574,623618,0
18575,623653,0
18576,623686,0
18577,623719,0
18578,623753,0
18579,623787,0
18580,623820,0
18581,623854,0
18582,623888,0
18583,623921,0
18584,623954,0
18585,623988,0
18586,624023,0
18587,624055,0
18588,624088,0
18589,624123,0
18590,624156,0
18591,624189,0
18592,624224,0
18593,624256,0
18594,624290,0
18595,624325,0
18596,624357,0
18597,624391,0
18598,624425,0
18599,624457,0
18600,624491,0
18601,624525,0
18602,624559,0
18603,624592,0
18604,624626,0
18605,624660,0
18606,624693,0
18607,624727,0
18608,624761,0
18609,624794,0
18610,624827,0
18611,624861,0
18612,624895,0
18613,624928,0
18614,624962,0
18615,624995,0
18616,625029,0
18617,625063,0
18618,625095,0
18619,625130,0
18620,625163,0
18621,625197,0
18622,625231,0
18623,625264,0
18624,625297,0
18625,625332,0
18626,625364,0
18627,625397,0
18628,625432,0
18629,625465,0
18630,625498,0
18631,625533,0
18632,625566,0
18633,625600,0
18634,625634,0
18635,625667,0
18636,625700,0
18637,625733,0
18638,625768,0
18639,625801,0
18640,625835,0
18641,625869,0
18642,625902,0
18643,625935,0
18644,625970,0
18645,626003,0
18646,626036,0
18647,626071,0
18648,626103,0
18649,626137,0
18650,626171,0
18651,626203,0
18652,626237,0
18653,626271,0
18654,626304,0
18655,626338,0
18656,626372,0
18657,626406,0
18658,626439,0
18659,626473,0
18660,626506,0
18661,626539,0
18662,626573,0
18663,626607,0
18664,626640,0
18665,626675,0
18666,626708,0
18667,626741,0
18668,626775,0
18669,626809,0
18670,626841,0
18671,626877,0
18672,626910,0
18673,626942,0
18674,626977,0
18675,627010,0
18676,627043,0
18677,627077,0
18678,627110,0
18679,627144,0
18680,627179,0
18681,627211,0
18682,627245,0
18683,627279,0
18684,627312,0
18685,627346,0
18686,627379,0
18687,627413,0
18688,627446,0
18689,627480,0
18690,627514,0
18691,627547,0
18692,627581,0
18693,627615,0
18694,627648,0
18695,627681,0
18696,627715,0
18697,627748,0
18698,627782,0
18699,627816,0
18700,627849,0
18701,627882,0
18702,627917,0
18703,627950,0
18704,627983,0
18705,628018,0
18706,628051,0
18707,628085,0
18708,628117,0
18709,628151,0
18710,628185,0
18711,628218,0
18712,628254,0
18713,628285,0
18714,628319,0
18715,628353,0
18716,628386,0
18717,628420,0
18718,628454,0
18719,628487,0
18720,628521,0
18721,628555,0
18722,628588,0
18723,628622,0
18724,628655,0
18725,628688,0
18726,628722,0
18727,628756,0
18728,628789,0
18729,628824,0
18730,628856,0
18731,628890,0
18732,628925,0
18733,628957,0
18734,628991,0
18735,629025,0
18736,629058,0
18737,629091,0
18738,629125,0
18739,629159,0
18740,629191,0
18741,629225,0
18742,629260,0
18743,629293,0
18744,629326,0
18745,629361,0
18746,629394,0
18747,629427,0
18748,629461,0
18749,629494,0
18750,629528,0
18751,629562,0
18752,629595,0
18753,629628,0
18754,629663,0
18755,629696,0
18756,629729,0
18757,629763,0
18758,629797,0
18759,629830,0
18760,629864,0
18761,629898,0
18762,629931,0
18763,629964,0
18764,629999,0
18765,630031,0
18766,630065,0
18767,630100,0
18768,630133,0
18769,630166,0
18770,630201,0
18771,630233,0
18772,630268,0
18773,630301,0
18774,630334,0
18775,630368,0
18776,630402,0
18777,630434,0
18778,630469,0
18779,630502,0
18780,630535,0
18781,630569,0
18782,630602,0
18783,630636,0
18784,630671,0
18785,630703,0
18786,630736,0
18787,630771,0
18788,630803,0
18789,630837,0
18790,630871,0
18791,630905,0
18792,630938,0
18793,630972,0
18794,631006,0
18795,631039,0
18796,631073,0
18797,631106,0
18798,631139,0
18799,631172,0
18800,631207,0
18801,631240,0
18802,631274,0
18803,631308,0
18804,631341,0
18805,631375,0
18806,631409,0
18807,631442,0
18808,631475,0
18809,631509,0
18810,631542,0
18811,631576,0
18812,631610,0
18813,631644,0
18814,631677,0
18815,631710,0
18816,631745,0
18817,631777,0
18818,631810,0
18819,631845,0
18820,631878,0
18821,631912,0
18822,631946,0
18823,631979,0
18824,632013,0
18825,632047,0
18826,632080,0
18827,632114,0
18828,632147,0
18829,632180,0
18830,632214,0
18831,632248,0
18832,632281,0
18833,632315,0
18834,632349,0
18835,632382,0
18836,632416,0
18837,632448,0
18838,632482,0
18839,632516,0
18840,632549,0
18841,632583,0
18842,632617,0
18843,632650,0
18844,632684,0
18845,632718,0
18846,632751,0
18847,632785,0
18848,632818,0
18849,632853,0
18850,632886,0
18851,632919,0
18852,632954,0
18853,632986,0
18854,633019,0
18855,633054,0
18856,633087,0
18857,633120,0
18858,633155,0
18859,633187,0
18860,633221,0
18861,633255,0
18862,633288,0
18863,633322,0
18864,633356,0
18865,633389,0
18866,633423,0
18867,633456,0
18868,633490,0
18869,633523,0
18870,633556,0
18871,633591,0
18872,633624,0
18873,633657,0
18874,633692,0
18875,633724,0
18876,633758,0
18877,633792,0
18878,633825,0
18879,633860,0
18880,633893,0
18881,633926,0
18882,633960,0
18883,633993,0
18884,634027,0
18885,634061,0
18886,634094,0
18887,634128,0
18888,634162,0
18889,634194,0
18890,634228,0
18891,634262,0
18892,634295,0
18893,634329,0
18894,634363,0
18895,634396,0
18896,634430,0
18897,634464,0
18898,634498,0
18899,634531,0
18900,634564,0
18901,634598,0
18902,634632,0
18903,634664,0
18904,634698,0
18905,634732,0
18906,634766,0
18907,634800,0
18908,634833,0
18909,634866,0
18910,634901,0
18911,634934,0
18912,634967,0
18913,635001,0
18914,635034,0
18915,635068,0
18916,635102,0
18917,635135,0
18918,635168,0
18919,635202,0
18920,635237,0
18921,635269,0
18922,635303,0
18923,635338,0
18924,635370,0
18925,635403,0
18926,635438,0
18927,635470,0
18928,635504,0
18929,635539,0
18930,635571,0
18931,635606,0
18932,635639,0
18933,635672,0
18934,635707,0
18935,635740,0
18936,635772,0
18937,635807,0
18938,635840,0
18939,635873,0
18940,635908,0
18941,635940,0
18942,635974,0
18943,636009,0
18944,636041,0
18945,636075,0
18946,636110,0
18947,636142,0
18948,636175,0
18949,636209,0
18950,636243,0
18951,636277,0
18952,636310,0
18953,636344,0
18954,636377,0
18955,636410,0
18956,636445,0
18957,636478,0
18958,636511,0
18959,636546,0
18960,636579,0
18961,636612,0
18962,636646,0
18963,636679,0
18964,636713,0
18965,636747,0
18966,636780,0
18967,636813,0
18968,636847,0
18969,636881,0
18970,636914,0
18971,636948,0
18972,636982,0
18973,637016,0
18974,637049,0
18975,637082,0
18976,637116,0
18977,637149,0
18978,637184,0
18979,637217,0
18980,637250,0
18981,637285,0
18982,637318,0
18983,637352,0
18984,637385,0
18985,637418,0
18986,637453,0
18987,637486,0
18988,637518,0
18989,637553,0
18990,637586,0
18991,637619,0
18992,637654,0
18993,637686,0
18994,637720,0
18995,637755,0
18996,637787,0
18997,637821,0
18998,637855,0
18999,637888,0
19000,637922,0
19001,637956,0
19002,637989,0
19003,638022,0
19004,638056,0
19005,638090,0
19006,638123,0
19007,638157,0
19008,638191,0
19009,638224,0
19010,638257,0
19011,638292,0
19012,638325,0
19013,638358,0
19014,638393,0
19015,638426,0
19016,638459,0
19017,638493,0
19018,638525,0
19019,638559,0
19020,638593,0
19021,638626,0
19022,638660,0
19023,638694,0
19024,638728,0
19025,638760,0
19026,638794,0
19027,638829,0
19028,638861,0
19029,638895,0
19030,638930,0
19031,638963,0
19032,638996,0
19033,639031,0
19034,639063,0
19035,639097,0
19036,639131,0
19037,639164,0
19038,639198,0
19039,639232,0
19040,639265,0
19041,639299,0
19042,639333,0
19043,639365,0
19044,639399,0
19045,639432,0
19046,639465,0
19047,639500,0
19048,639533,0
19049,639566,0
19050,639601,0
19051,639634,0
19052,639667,0
19053,639702,0
19054,639735,0
19055,639769,0
19056,639803,0
19057,639836,0
19058,639869,0
19059,639902,0
19060,639937,0
19061,639970,0
19062,640004,0
19063,640038,0
19064,640071,0
19065,640104,0
19066,640139,0
19067,640171,0
19068,640204,0
19069,640239,0
19070,640271,0
19071,640305,0
19072,640340,0
19073,640373,0
19074,640406,0
19075,640440,0
19076,640474,0
19077,640507,0
19078,640540,0
19079,640574,0
19080,640607,0
19081,640641,0
19082,640675,0
19083,640708,0
19084,640742,0
19085,640776,0
19086,640809,0
19087,640843,0
19088,640877,0
19089,640910,0
19090,640944,0
19091,640978,0
19092,641010,0
19093,641045,0
19094,641078,0
19095,641111,0
19096,641145,0
19097,641178,0
19098,641212,0
19099,641246,0
19100,641279,0
19101,641312,0
19102,641347,0
19103,641380,0
19104,641413,0
19105,641448,0
19106,641481,0
19107,641515,0
19108,641549,0
19109,641582,0
19110,641616,0
19111,641648,0
19112,641683,0
19113,641716,0
19114,641749,0
19115,641784,0
19116,641817,0
19117,641850,0
19118,641885,0
19119,641917,0
19120,641951,0
19121,641985,0
19122,642017,0
19123,642051,0
19124,642085,0
19125,642118,0
19126,642152,0
19127,642186,0
19128,642219,0
19129,642253,0
19130,642287,0
19131,642321,0
19132,642354,0
19133,642388,0
19134,642421,0
19135,642454,0
19136,642487,0
19137,642522,0
19138,642555,0
19139,642589,0
19140,642623,0
19141,642656,0
19142,642690,0
19143,642724,0
19144,642757,0
19145,642791,0
19146,642825,0
19147,642857,0
19148,642891,0
19149,642924,0
19150,642957,0
19151,642992,0
19152,643025,0
19153,643058,0
19154,643093,0
19155,643126,0
19156,643159,0
19157,643194,0
19158,643227,0
19159,643259,0
19160,643294,0
19161,643327,0
19162,643360,0
19163,643394,0
19164,643429,0
19165,643462,0
19166,643495,0
19167,643530,0
19168,643563,0
19169,643596,0
19170,643631,0
19171,643664,0
19172,643696,0
19173,643730,0
19174,643763,0
19175,643797,0
19176,643831,0
19177,643864,0
19178,643898,0
19179,643932,0
19180,643965,0
19181,643999,0
19182,644033,0
19183,644066,0
19184,644099,0
19185,644132,0
19186,644166,0
19187,644200,0
19188,644233,0
19189,644268,0
19190,644301,0
19191,644334,0
19192,644369,0
19193,644402,0
19194,644435,0
19195,644470,0
19196,644503,0
19197,644536,0
19198,644570,0
19199,644603,0
19200,644637,0
19201,644670,0
19202,644704,0
19203,644738,0
19204,644771,0
19205,644804,0
19206,644839,0
19207,644871,0
19208,644905,0
19209,644940,0
19210,644972,0
19211,645006,0
19212,645040,0
19213,645073,0
19214,645107,0
19215,645141,0
19216,645175,0
19217,645207,0
19218,645241,0
19219,645275,0
19220,645308,0
19221,645341,0
19222,645376,0
19223,645409,0
19224,645442,0
19225,645477,0
19226,645509,0
19227,645543,0
19228,645578,0
19229,645610,0
19230,645644,0
19231,645678,0
19232,645711,0
19233,645745,0
19234,645779,0
19235,645813,0
19236,645845,0
19237,645878,0
19238,645913,0
19239,645946,0
19240,645979,0
19241,646014,0
19242,646047,0
19243,646080,0
19244,646115,0
19245,646148,0
19246,646182,0
19247,646216,0
19248,646248,0
19249,646282,0
19250,646316,0
19251,646348,0
19252,646383,0
19253,646416,0
19254,646449,0
19255,646484,0
19256,646517,0
19257,646550,0
19258,646585,0
19259,646618,0
19260,646651,0
19261,646686,0
19262,646719,0
19263,646751,0
19264,646785,0
19265,646819,0
19266,646852,0
19267,646886,0
19268,646920,0
19269,646953,0
19270,646987,0
19271,647021,0
19272,647054,0
19273,647088,0
19274,647123,0
19275,647154,0
19276,647188,0
19277,647222,0
19278,647255,0
19279,647289,0
19280,647323,0
19281,647356,0
19282,647390,0
19283,647424,0
19284,647457,0
19285,647491,0
19286,647525,0
19287,647558,0
19288,647591,0
19289,647624,0
19290,647658,0
19291,647692,0
19292,647725,0
19293,647760,0
19294,647792,0
19295,647826,0
19296,647861,0
19297,647894,0
19298,647927,0
19299,647962,0
19300,647994,0
19301,648029,0
19302,648063,0
19303,648095,0
19304,648129,0
19305,648162,0
19306,648195,0
19307,648230,0
19308,648263,0
19309,648296,0
19310,648331,0
19311,648364,0
19312,648397,0
19313,648432,0
19314,648464,0
19315,648497,0
19316,648532,0
19317,648565,0
19318,648598,0
19319,648632,0
19320,648666,0
19321,648700,0
19322,648733,0
19323,648768,0
19324,648800,0
19325,648833,0
19326,648868,0
19327,648901,0
19328,648934,0
19329,648969,0
19330,649002,0
19331,649035,0
19332,649070,0
19333,649102,0
19334,649135,0
19335,649170,0
19336,649203,0
19337,649236,0
19338,649270,0
19339,649303,0
19340,649338,0
19341,649370,0
19342,649405,0
19343,649438,0
19344,649471,0
19345,649506,0
19346,649539,0
19347,649572,0
19348,649607,0
19349,649640,0
19350,649673,0
19351,649707,0
19352,649740,0
19353,649774,0
19354,649808,0
19355,649841,0
19356,649875,0
19357,649908,0
19358,649941,0
19359,649976,0
19360,650009,0
19361,650042,0
19362,650076,0
19363,650110,0
19364,650143,0
19365,650177,0
19366,650210,0
19367,650244,0
19368,650278,0
19369,650311,0
19370,650345,0
19371,650379,0
19372,650412,0
19373,650446,0
19374,650479,0
19375,650512,0
19376,650546,0
19377,650579,0
19378,650614,0
19379,650647,0
19380,650680,0
19381,650715,0
19382,650748,0
19383,650781,0
19384,650815,0
19385,650848,0
19386,650881,0
19387,650916,0
19388,650948,0
19389,650982,0
19390,651017,0
19391,651050,0
19392,651082,0
19393,651117,0
19394,651150,0
19395,651183,0
19396,651217,0
19397,651251,0
19398,651284,0
19399,651319,0
19400,651353,0
19401,651385,0
19402,651419,0
19403,651453,0
19404,651486,0
19405,651520,0
19406,651554,0
19407,651587,0
19408,651621,0
19409,651655,0
19410,651688,0
19411,651722,0
19412,651755,0
19413,651788,0
19414,651822,0
19415,651855,0
19416,651888,0
19417,651923,0
19418,651956,0
19419,651989,0
19420,652024,0
19421,652057,0
19422,652090,0
19423,652124,0
19424,652158,0
19425,652191,0
19426,652225,0
19427,652259,0
19428,652292,0
19429,652326,0
19430,652359,0
19431,652393,0
19432,652426,0
19433,652461,0
19434,652493,0
19435,652526,0
19436,652561,0
19437,652594,0
19438,652627,0
19439,652662,0
19440,652695,0
19441,652728,0
19442,652763,0
19443,652796,0
19444,652829,0
19445,652864,0
19446,652897,0
19447,652929,0
19448,652963,0
19449,652997,0
19450,653030,0
19451,653064,0
19452,653098,0
19453,653131,0
19454,653164,0
19455,653199,0
19456,653232,0
19457,653265,0
19458,653300,0
19459,653333,0
19460,653367,0
19461,653401,0
19462,653433,0
19463,653468,0
19464,653501,0
19465,653533,0
19466,653568,0
19467,653601,0
19468,653634,0
19469,653669,0
19470,653702,0
19471,653736,0
19472,653770,0
19473,653803,0
19474,653837,0
19475,653871,0
19476,653904,0
19477,653937,0
19478,653971,0
19479,654004,0
19480,654037,0
19481,654071,0
19482,654106,0
19483,654139,0
19484,654172,0
19485,654207,0
19486,654240,0
19487,654273,0
19488,654307,0
19489,654339,0
19490,654373,0
19491,654407,0
19492,654440,0
19493,654474,0
19494,654508,0
19495,654541,0
19496,654575,0
19497,654609,0
19498,654642,0
19499,654676,0
19500,654710,0
19501,654744,0
19502,654776,0
19503,654810,0
19504,654845,0
19505,654877,0
19506,654910,0
19507,654945,0
19508,654978,0
19509,655011,0
19510,655046,0
19511,655078,0
19512,655112,0
19513,655146,0
19514,655179,0
19515,655214,0
19516,655247,0
19517,655280,0
19518,655314,0
19519,655348,0
19520,655381,0
19521,655415,0
19522,655448,0
19523,655481,0
19524,655516,0
19525,655548,0
19526,655582,0
19527,655616,0
19528,655649,0
19529,655683,0
19530,655717,0
19531,655750,0
19532,655783,0
19533,655817,0
19534,655852,0
19535,655885,0
19536,655918,0
19537,655952,0
19538,655986,0
19539,656018,0
19540,656053,0
19541,656086,0
19542,656119,0
19543,656154,0
19544,656186,0
19545,656220,0
19546,656255,0
19547,656287,0
19548,656321,0
19549,656355,0
19550,656389,0
19551,656421,0
19552,656455,0
19553,656489,0
19554,656522,0
19555,656556,0
19556,656590,0
19557,656623,0
19558,656657,0
19559,656691,0
19560,656724,0
19561,656757,0
19562,656792,0
19563,656825,0
19564,656859,0
19565,656893,0
19566,656925,0
19567,656959,0
19568,656993,0
19569,657025,0
19570,657060,0
19571,657093,0
19572,657126,0
19573,657161,0
19574,657194,0
19575,657227,0
19576,657262,0
19577,657294,0
19578,657328,0
19579,657363,0
19580,657396,0
19581,657429,0
19582,657463,0
19583,657496,0
19584,657529,0
19585,657563,0
19586,657597,0
19587,657630,0
19588,657664,0
19589,657698,0
19590,657731,0
19591,657765,0
19592,657799,0
19593,657832,0
19594,657866,0
19595,657900,0
19596,657932,0
19597,657966,0
19598,658000,0
19599,658033,0
19600,658067,0
19601,658101,0
19602,658134,0
19603,658167,0
19604,658201,0
19605,658235,0
19606,658268,0
19607,658302,0
19608,658337,0
19609,658369,0
19610,658403,0
19611,658436,0
19612,658469,0
19613,658503,0
19614,658538,0
19615,658570,0
19616,658604,0
19617,658639,0
19618,658671,0
19619,658706,0
19620,658739,0
19621,658771,0
19622,658806,0
19623,658839,0
19624,658873,0
19625,658907,0
19626,658940,0
19627,658974,0
19628,659007,0
19629,659041,0
19630,659074,0
19631,659108,0
19632,659141,0
19633,659174,0
19634,659209,0
19635,659242,0
19636,659275,0
19637,659309,0
19638,659343,0
19639,659376,0
19640,659410,0
19641,659444,0
19642,659477,0
19643,659510,0
19644,659545,0
19645,659578,0
19646,659611,0
19647,659646,0
19648,659679,0
19649,659711,0
19650,659746,0
19651,659779,0
19652,659812,0
19653,659847,0
19654,659880,0
19655,659913,0
19656,659947,0
19657,659981,0
19658,660014,0
19659,660048,0
19660,660082,0
19661,660115,0
19662,660148,0
19663,660183,0
19664,660216,0
19665,660249,0
19666,660284,0
19667,660316,0
19668,660350,0
19669,660384,0
19670,660417,0
19671,660451,0
19672,660485,0
19673,660518,0
19674,660552,0
19675,660586,0
19676,660619,0
19677,660654,0
19678,660685,0
19679,660719,0
19680,660754,0
19681,660786,0
19682,660820,0
19683,660855,0
19684,660887,0
19685,660921,0
19686,660955,0
19687,660988,0
19688,661022,0
19689,661056,0
19690,661089,0
19691,661123,0
19692,661155,0
19693,661190,0
19694,661223,0
19695,661256,0
19696,661291,0
19697,661324,0
19698,661357,0
19699,661392,0
19700,661425,0
19701,661458,0
19702,661493,0
19703,661525,0
19704,661559,0
19705,661592,0
19706,661625,0
19707,661659,0
19708,661693,0
19709,661727,0
19710,661760,0
19711,661793,0
19712,661827,0
19713,661860,0
19714,661894,0
19715,661929,0
19716,661961,0
19717,661995,0
19718,662029,0
19719,662062,0
19720,662096,0
19721,662130,0
19722,662163,0
19723,662197,0
19724,662231,0
19725,662264,0
19726,662298,0
19727,662332,0
19728,662365,0
19729,662398,0
19730,662432,0
19731,662465,0
19732,662499,0
19733,662532,0
19734,662566,0
19735,662601,0
19736,662633,0
19737,662667,0
19738,662701,0
19739,662734,0
19740,662767,0
19741,662801,0
19742,662835,0
19743,662867,0
19744,662901,0
19745,662936,0
19746,662969,0
19747,663002,0
19748,663037,0
19749,663070,0
19750,663103,0
19751,663138,0
19752,663171,0
19753,663204,0
19754,663239,0
19755,663270,0
19756,663304,0
19757,663339,0
19758,663371,0
19759,663405,0
19760,663439,0
19761,663472,0
19762,663506,0
19763,663540,0
19764,663574,0
19765,663607,0
19766,663640,0
19767,663674,0
19768,663707,0
19769,663741,0
19770,663775,0
19771,663808,0
19772,663842,0
19773,663876,0
19774,663909,0
19775,663943,0
19776,663977,0
19777,664010,0
19778,664044,0
19779,664077,0
19780,664110,0
19781,664145,0
19782,664178,0
19783,664211,0
19784,664246,0
19785,664278,0
19786,664311,0
19787,664346,0
19788,664379,0
19789,664412,0
19790,664447,0
19791,664479,0
19792,664513,0
19793,664548,0
19794,664580,0
19795,664614,0
19796,664648,0
19797,664681,0
19798,664715,0
19799,664748,0
19800,664783,0
19801,664816,0
19802,664849,0
19803,664884,0
19804,664916,0
19805,664950,0
19806,664984,0
19807,665017,0
19808,665051,0
19809,665085,0
19810,665118,0
19811,665151,0
19812,665186,0
19813,665218,0
19814,665252,0
19815,665286,0
19816,665320,0
19817,665353,0
19818,665386,0
19819,665420,0
19820,665454,0
19821,665487,0
19822,665521,0
19823,665554,0
19824,665588,0
19825,665622,0
19826,665655,0
19827,665689,0
19828,665723,0
19829,665756,0
19830,665790,0
19831,665824,0
19832,665856,0
19833,665890,0
19834,665924,0
19835,665957,0
19836,665991,0
19837,666024,0
19838,666058,0
19839,666092,0
19840,666125,0
19841,666159,0
19842,666193,0
19843,666225,0
19844,666259,0
19845,666293,0
19846,666326,0
19847,666359,0
19848,666394,0
19849,666427,0
19850,666461,0
19851,666495,0
19852,666529,0
19853,666562,0
19854,666595,0
19855,666629,0
19856,666663,0
19857,666695,0
19858,666730,0
19859,666763,0
19860,666796,0
19861,666831,0
19862,666863,0
19863,666897,0
19864,666932,0
19865,666964,0
19866,666998,0
19867,667032,0
19868,667064,0
19869,667098,0
19870,667132,0
19871,667166,0
19872,667199,0
19873,667232,0
19874,667267,0
19875,667299,0
19876,667333,0
19877,667368,0
19878,667401,0
19879,667434,0
19880,667469,0
19881,667502,0
19882,667536,0
19883,667570,0
19884,667602,0
19885,667637,0
19886,667670,0
19887,667703,0
19888,667737,0
19889,667771,0
19890,667804,0
19891,667838,0
19892,667871,0
19893,667904,0
19894,667939,0
19895,667972,0
19896,668005,0
19897,668040,0
19898,668072,0
19899,668106,0
19900,668140,0
19901,668173,0
19902,668206,0
19903,668241,0
19904,668274,0
19905,668307,0
19906,668340,0
19907,668375,0
19908,668408,0
19909,668441,0
19910,668476,0
19911,668509,0
19912,668542,0
19913,668577,0
19914,668609,0
19915,668643,0
19916,668678,0
19917,668710,0
19918,668744,0
19919,668778,0
19920,668811,0
19921,668844,0
19922,668879,0
19923,668912,0
19924,668945,0
19925,668979,0
19926,669013,0
19927,669046,0
19928,669080,0
19929,669113,0
19930,669146,0
19931,669180,0
19932,669214,0
19933,669247,0
19934,669281,0
19935,669315,0
19936,669348,0
19937,669382,0
19938,669416,0
19939,669449,0
19940,669483,0
19941,669517,0
19942,669550,0
19943,669584,0
19944,669617,0
19945,669650,0
19946,669685,0
19947,669717,0
19948,669751,0
19949,669786,0
19950,669818,0
19951,669852,0
19952,669886,0
19953,669919,0
19954,669953,0
19955,669988,0
19956,670020,0
19957,670053,0
19958,670086,0
19959,670121,0
19960,670154,0
19961,670188,0
19962,670222,0
19963,670254,0
19964,670288,0
19965,670322,0
19966,670355,0
19967,670389,0
19968,670423,0
19969,670456,0
19970,670490,0
19971,670524,0
19972,670557,0
